    time     gap  src>dst   cmd   reg   len  ok
   1.438  102.5ms  21>20     64    00    7    ok
   1.438  102.5ms  20>21     64    00    6    ok
   1.438   50.9ms  21>20     65    00    5    ok
   1.488   50.3ms  21>20     65    00    5    ok
   1.488    0.0ms  21>20     65    00    5    ok
   1.488    0.0ms  21>20     65    00    5    ok
   1.540  102.6ms  21>20     64    00    7    ok
   1.540  102.6ms  20>21     64    00    6    ok
   1.590    0.0ms  20>65     00    04    33   BAD
   1.644  103.8ms  21>20     64    00    7    ok
   1.644  103.8ms  20>21     64    00    6    ok
   1.644  156.0ms  21>20     65    00    5    ok
   1.694   50.1ms  21>20     65    00    5    ok
   1.694    0.0ms  21>20     65    00    5    ok
   1.747  156.6ms  20>65     00    04    33   BAD
   1.747   52.9ms  21>20     65    00    5    ok
   1.747    0.0ms  21>20     65    00    5    ok
   1.798   50.8ms  21>20     65    00    5    ok
   1.798    0.0ms  21>20     65    00    5    ok
   1.848  204.2ms  21>20     64    00    7    ok
   1.848  204.2ms  20>21     64    00    6    ok
   1.848   50.3ms  21>20     65    00    5    ok
   1.848    0.0ms  21>20     65    00    5    ok
   1.901   52.8ms  21>20     65    00    5    ok
   1.901    0.0ms  21>20     65    00    5    ok
   1.951  103.1ms  21>20     64    00    7    ok
   1.951  103.1ms  20>21     64    00    6    ok
   1.951   50.2ms  21>20     65    00    5    ok
   1.951    0.0ms  21>20     65    00    5    ok
   2.005   53.4ms  21>20     65    00    5    ok
   2.005    0.0ms  21>20     65    00    5    ok
   2.056  104.3ms  21>20     64    00    7    ok
   2.056  104.3ms  20>21     64    00    6    ok
   2.056   50.9ms  21>20     65    00    5    ok
   2.056    0.0ms  21>20     65    00    5    ok
   2.109   53.0ms  21>20     65    00    5    ok
   2.109    0.0ms  21>20     65    00    5    ok
   2.109   53.1ms  21>20     64    00    7    ok
   2.160  104.2ms  20>21     64    00    6    ok
   2.160   51.2ms  21>20     65    00    5    ok
   2.160    0.0ms  21>20     65    00    5    ok
   2.211   50.6ms  21>20     65    00    5    ok
   2.211    0.0ms  21>20     65    00    5    ok
   2.211  101.8ms  21>20     64    00    7    ok
   2.263  103.4ms  20>21     64    00    6    ok
   2.263   52.8ms  21>20     65    00    5    ok
   2.263    0.0ms  21>20     65    00    5    ok
   2.314   50.2ms  21>20     65    00    5    ok
   2.314    0.0ms  21>20     65    00    5    ok
   2.314  103.0ms  21>20     64    00    7    ok
   2.314   50.3ms  20>21     64    00    6    ok
   2.367   53.6ms  21>20     65    00    5    ok
   2.367    0.0ms  21>20     65    00    5    ok
   2.418   50.4ms  21>20     65    00    5    ok
   2.418    0.0ms  21>20     65    00    5    ok
   2.418  104.1ms  21>20     64    00    7    ok
   2.418  104.1ms  20>21     64    00    6    ok
   2.468   50.5ms  21>20     65    00    5    ok
   2.468    0.0ms  21>20     65    00    5    ok
   2.468    0.0ms  21>20     65    00    5    ok
   2.519   51.2ms  21>20     65    00    5    ok
   2.519  101.8ms  21>20     64    00    7    ok
   2.519  101.8ms  20>21     64    00    6    ok
   2.570   50.4ms  21>20     65    00    5    ok
   2.570    0.0ms  21>20     65    00    5    ok
   2.570    0.0ms  21>20     65    00    5    ok
   2.621   50.8ms  21>20     65    00    5    ok
   2.621  101.2ms  21>20     64    00    7    ok
   2.621  101.2ms  20>21     64    00    6    ok
   2.671   50.7ms  21>20     65    00    5    ok
   2.671    0.1ms  21>20     65    00    5    ok
   2.671    0.0ms  21>20     65    00    5    ok
   2.722   50.3ms  21>20     65    00    5    ok
   2.722  101.1ms  21>20     64    00    7    ok
   2.722  101.1ms  20>21     64    00    6    ok
   2.772   50.2ms  21>20     65    00    5    ok
   2.772    0.0ms  21>20     65    00    5    ok
   2.772    0.0ms  21>20     65    00    5    ok
   2.823   50.8ms  21>20     65    00    5    ok
   2.823  101.0ms  21>20     64    00    7    ok
   2.823  101.0ms  20>21     64    00    6    ok
   2.874   51.1ms  21>20     65    00    5    ok
   2.874    0.0ms  21>20     65    00    5    ok
   2.874    0.0ms  21>20     65    00    5    ok
   2.925   51.3ms  21>20     65    00    5    ok
   2.925  102.5ms  21>20     64    00    7    ok
   2.925  102.5ms  20>21     64    00    6    ok
   2.977   51.7ms  21>20     65    00    5    ok
   2.977    0.1ms  21>20     65    00    5    ok
   2.977    0.0ms  21>20     65    00    5    ok
   3.029   52.0ms  21>20     65    00    5    ok
   3.029  103.8ms  21>20     64    00    7    ok
   3.029  103.8ms  20>21     64    00    6    ok
   3.079   50.2ms  21>20     65    00    5    ok
   3.079    0.0ms  21>20     65    00    5    ok
   3.079    0.0ms  21>20     65    00    5    ok
   3.130   50.1ms  21>20     65    00    5    ok
   3.130  100.4ms  21>20     64    00    7    ok
   3.130  100.4ms  20>21     64    00    6    ok
   3.130    0.1ms  21>20     65    00    5    ok
   3.182   52.4ms  21>20     65    00    5    ok
   3.182    0.0ms  21>20     65    00    5    ok
   3.233   50.8ms  21>20     65    00    5    ok
   3.233  103.3ms  21>20     64    00    7    ok
   3.233  103.3ms  20>21     64    00    6    ok
   3.233    0.1ms  21>20     65    00    5    ok
   3.284   50.7ms  21>20     65    00    5    ok
   3.284    0.0ms  21>20     65    00    5    ok
   3.335   51.2ms  21>20     65    00    5    ok
   3.335  102.0ms  21>20     64    00    7    ok
   3.335  102.0ms  20>21     64    00    6    ok
   3.335    0.1ms  21>20     65    00    5    ok
   3.388   52.7ms  21>20     65    00    5    ok
   3.388    0.0ms  21>20     65    00    5    ok
   3.438   50.6ms  21>20     65    00    5    ok
   3.438  103.4ms  21>20     64    00    7    ok
   3.438  103.4ms  20>21     64    00    6    ok
   3.438    0.1ms  21>20     65    00    5    ok
   3.490   51.3ms  21>20     65    00    5    ok
   3.490    0.0ms  21>20     65    00    5    ok
   3.490    0.0ms  21>20     65    00    5    ok
   3.542  103.7ms  21>20     64    00    7    ok
   3.542  103.7ms  20>21     64    00    6    ok
   3.542   52.3ms  21>20     65    00    5    ok
   3.593   50.6ms  21>20     65    00    5    ok
   3.593    0.0ms  21>20     65    00    5    ok
   3.593    0.0ms  21>20     65    00    5    ok
   3.646  104.0ms  21>20     64    00    7    ok
   3.646  104.0ms  20>21     64    00    6    ok
   3.646   53.3ms  21>20     65    00    5    ok
   3.697   50.7ms  21>20     65    00    5    ok
   3.697    0.0ms  21>20     65    00    5    ok
   3.697    0.0ms  21>20     65    00    5    ok
   3.750  103.9ms  21>20     64    00    7    ok
   3.750  103.9ms  20>21     64    00    6    ok
   3.750   53.2ms  21>20     65    00    5    ok
   3.802   51.9ms  21>20     65    00    5    ok
   3.802    0.1ms  21>20     65    00    5    ok
   3.802    0.0ms  21>20     65    00    5    ok
   3.852  102.5ms  21>20     64    00    7    ok
   3.852  102.5ms  20>21     64    00    6    ok
   3.852   50.5ms  21>20     65    00    5    ok
   3.852    0.0ms  21>20     65    00    5    ok
   3.905   52.6ms  21>20     65    00    5    ok
   3.905    0.0ms  21>20     65    00    5    ok
   3.956  103.9ms  21>20     64    00    7    ok
   3.956  103.9ms  20>21     64    00    6    ok
   3.956   51.3ms  21>20     65    00    5    ok
   3.956    0.0ms  21>20     65    00    5    ok
   4.007   51.1ms  21>20     65    00    5    ok
   4.007    0.0ms  21>20     65    00    5    ok
   4.059  103.0ms  21>20     64    00    7    ok
   4.059  103.0ms  20>21     64    00    6    ok
   4.059   51.8ms  21>20     65    00    5    ok
   4.059    0.0ms  21>20     65    00    5    ok
   4.112   52.5ms  21>20     65    00    5    ok
   4.112    0.0ms  21>20     65    00    5    ok
   4.112   52.6ms  21>20     64    00    7    ok
   4.162  103.1ms  20>21     64    00    6    ok
   4.162   50.6ms  21>20     65    00    5    ok
   4.162    0.0ms  21>20     65    00    5    ok
   4.213   50.5ms  21>20     65    00    5    ok
   4.213    0.1ms  21>20     65    00    5    ok
   4.213  101.2ms  21>20     64    00    7    ok
   4.266  103.6ms  20>21     64    00    6    ok
   4.266   53.1ms  21>20     65    00    5    ok
   4.266    0.0ms  21>20     65    00    5    ok
   4.316   50.2ms  21>20     65    00    5    ok
   4.316    0.1ms  21>20     65    00    5    ok
   4.316  103.3ms  21>20     64    00    7    ok
   4.316   50.4ms  20>21     64    00    6    ok
   4.369   52.3ms  21>20     65    00    5    ok
   4.369    0.0ms  21>20     65    00    5    ok
   4.419   50.6ms  21>20     65    00    5    ok
   4.419    0.0ms  21>20     65    00    5    ok
   4.419  103.0ms  21>20     64    00    7    ok
   4.419  103.0ms  20>21     64    00    6    ok
   4.471   51.8ms  21>20     65    00    5    ok
   4.471    0.0ms  21>20     65    00    5    ok
   4.471    0.0ms  21>20     65    00    5    ok
   4.522   50.5ms  21>20     65    00    5    ok
   4.522  102.4ms  21>20     64    00    7    ok
   4.522  102.4ms  20>21     64    00    6    ok
   4.572   50.3ms  21>20     65    00    5    ok
   4.572    0.0ms  21>20     65    00    5    ok
   4.572    0.0ms  21>20     65    00    5    ok
   4.623   50.8ms  21>20     65    00    5    ok
   4.623  101.1ms  21>20     64    00    7    ok
   4.623  101.1ms  20>21     64    00    6    ok
   4.673   50.4ms  21>20     65    00    5    ok
   4.673    0.0ms  21>20     65    00    5    ok
   4.673    0.0ms  21>20     65    00    5    ok
   4.723   50.1ms  21>20     65    00    5    ok
   4.723  100.5ms  21>20     64    00    7    ok
   4.723  100.5ms  20>21     64    00    6    ok
   4.774   50.5ms  21>20     65    00    5    ok
   4.774    0.0ms  21>20     65    00    5    ok
   4.774    0.0ms  21>20     65    00    5    ok
   4.826   52.3ms  21>20     65    00    5    ok
   4.826  102.9ms  21>20     64    00    7    ok
   4.826  102.9ms  20>21     64    00    6    ok
   4.877   51.3ms  21>20     65    00    5    ok
   4.878    0.0ms  21>20     65    00    5    ok
   4.878    0.0ms  21>20     65    00    5    ok
   4.929   51.5ms  21>20     65    00    5    ok
   4.929  102.9ms  21>20     64    00    7    ok
   4.929  102.9ms  20>21     64    00    6    ok
   4.979   50.3ms  21>20     65    00    5    ok
   4.979    0.0ms  21>20     65    00    5    ok
   4.979    0.0ms  21>20     65    00    5    ok
   5.031   51.2ms  21>20     65    00    5    ok
   5.031  101.6ms  21>20     64    00    7    ok
   5.031  101.6ms  20>21     64    00    6    ok
   5.083   52.3ms  21>20     65    00    5    ok
   5.083    0.0ms  21>20     65    00    5    ok
   5.083    0.0ms  21>20     65    00    5    ok
   5.133   50.2ms  21>20     65    00    5    ok
   5.133  102.5ms  21>20     64    00    7    ok
   5.133  102.5ms  20>21     64    00    6    ok
   5.133    0.1ms  21>20     65    00    5    ok
   5.186   52.7ms  21>20     65    00    5    ok
   5.186    0.0ms  21>20     65    00    5    ok
   5.237   51.0ms  21>20     65    00    5    ok
   5.237  103.8ms  21>20     64    00    7    ok
   5.237  103.8ms  20>21     64    00    6    ok
   5.237    0.1ms  21>20     65    00    5    ok
   5.290   53.0ms  21>20     65    00    5    ok
   5.290    0.0ms  21>20     65    00    5    ok
   5.341   50.6ms  21>20     65    00    5    ok
   5.341  103.7ms  21>20     64    00    7    ok
   5.341  103.7ms  20>21     64    00    6    ok
   5.341    0.1ms  21>20     65    00    5    ok
   5.392   51.1ms  21>20     65    00    5    ok
   5.392    0.1ms  21>20     65    00    5    ok
   5.443   51.5ms  21>20     65    00    5    ok
   5.444  102.7ms  21>20     64    00    7    ok
   5.444  102.7ms  20>21     64    00    6    ok
   5.444    0.1ms  21>20     65    00    5    ok
   5.494   50.2ms  21>20     65    00    5    ok
   5.494    0.1ms  21>20     65    00    5    ok
   5.494    0.0ms  21>20     65    00    5    ok
   5.547  103.1ms  21>20     64    00    7    ok
   5.547  103.2ms  20>21     64    00    6    ok
   5.547   52.9ms  21>20     65    00    5    ok
   5.598   50.8ms  21>20     65    00    5    ok
   5.598    0.1ms  21>20     65    00    5    ok
   5.598    0.0ms  21>20     65    00    5    ok
   5.649  102.6ms  21>20     64    00    7    ok
   5.649  102.6ms  20>21     64    00    6    ok
   5.649   51.8ms  21>20     65    00    5    ok
   5.700   50.5ms  21>20     65    00    5    ok
   5.700    0.1ms  21>20     65    00    5    ok
   5.700    0.0ms  21>20     65    00    5    ok
   5.751  101.4ms  21>20     64    00    7    ok
   5.751  101.4ms  20>21     64    00    6    ok
   5.751   50.8ms  21>20     65    00    5    ok
   5.802   51.1ms  21>20     65    00    5    ok
   5.802    0.0ms  21>20     65    00    5    ok
   5.802    0.0ms  21>20     65    00    5    ok
   5.853  102.7ms  21>20     64    00    7    ok
   5.853  102.7ms  20>21     64    00    6    ok
   5.853   51.5ms  21>20     65    00    5    ok
   5.853    0.0ms  21>20     65    00    5    ok
   5.905   51.6ms  21>20     65    00    5    ok
   5.905    0.0ms  21>20     65    00    5    ok
   5.956  102.1ms  21>20     64    00    7    ok
   5.956  102.2ms  20>21     64    00    6    ok
   5.956   50.5ms  21>20     65    00    5    ok
   5.956    0.0ms  21>20     65    00    5    ok
   6.008   51.9ms  21>20     65    00    5    ok
   6.008    0.0ms  21>20     65    00    5    ok
   6.058  102.7ms  21>20     64    00    7    ok
   6.058  102.6ms  20>21     64    00    6    ok
   6.058   50.6ms  21>20     65    00    5    ok
   6.058    0.0ms  21>20     65    00    5    ok
   6.111   53.0ms  21>20     65    00    5    ok
   6.111    0.0ms  21>20     65    00    5    ok
   6.163  105.1ms  21>20     64    00    7    ok
   6.163  105.1ms  20>21     64    00    6    ok
   6.163   52.1ms  21>20     65    00    5    ok
   6.163    0.0ms  21>20     65    00    5    ok
   6.214   50.8ms  21>20     65    00    5    ok
   6.214    0.0ms  21>20     65    00    5    ok
   6.214   50.9ms  21>20     64    00    7    ok
   6.266  102.7ms  20>21     64    00    6    ok
   6.266   51.9ms  21>20     65    00    5    ok
   6.266    0.0ms  21>20     65    00    5    ok
   6.317   50.4ms  21>20     65    00    5    ok
   6.317    0.0ms  21>20     65    00    5    ok
   6.317  102.3ms  21>20     64    00    7    ok
   6.368  102.0ms  20>21     64    00    6    ok
   6.368   51.6ms  21>20     65    00    5    ok
   6.368    0.0ms  21>20     65    00    5    ok
   6.419   50.6ms  21>20     65    00    5    ok
   6.419    0.0ms  21>20     65    00    5    ok
   6.419  102.2ms  21>20     64    00    7    ok
   6.419   50.7ms  20>21     64    00    6    ok
   6.472   52.9ms  21>20     65    00    5    ok
   6.472    0.0ms  21>20     65    00    5    ok
   6.522   50.9ms  21>20     65    00    5    ok
   6.523    0.1ms  21>20     65    00    5    ok
   6.523  103.8ms  21>20     64    00    7    ok
   6.523  103.8ms  20>21     64    00    6    ok
   6.575   52.0ms  21>20     65    00    5    ok
   6.575    0.0ms  21>20     65    00    5    ok
   6.575    0.0ms  21>20     65    00    5    ok
   6.625   50.4ms  21>20     65    00    5    ok
   6.625  102.4ms  21>20     64    00    7    ok
   6.625  102.4ms  20>21     64    00    6    ok
   6.675   50.2ms  21>20     65    00    5    ok
   6.675    0.0ms  21>20     65    00    5    ok
   6.675    0.0ms  21>20     65    00    5    ok
   6.726   50.9ms  21>20     65    00    5    ok
   6.726  101.2ms  21>20     64    00    7    ok
   6.726  101.2ms  20>21     64    00    6    ok
   6.777   50.5ms  21>20     65    00    5    ok
   6.777    0.0ms  21>20     65    00    5    ok
   6.777    0.0ms  21>20     65    00    5    ok
   6.828   51.3ms  21>20     65    00    5    ok
   6.828  101.8ms  21>20     64    00    7    ok
   6.828  101.9ms  20>21     64    00    6    ok
   6.879   50.9ms  21>20     65    00    5    ok
   6.879    0.0ms  21>20     65    00    5    ok
   6.879    0.0ms  21>20     65    00    5    ok
   6.930   51.4ms  21>20     65    00    5    ok
   6.930  102.4ms  21>20     64    00    7    ok
   6.930  102.4ms  20>21     64    00    6    ok
   6.981   50.7ms  21>20     65    00    5    ok
   6.981    0.0ms  21>20     65    00    5    ok
   6.981    0.0ms  21>20     65    00    5    ok
   7.033   52.1ms  21>20     65    00    5    ok
   7.033  102.9ms  21>20     64    00    7    ok
   7.033  102.9ms  20>21     64    00    6    ok
   7.084   51.0ms  21>20     65    00    5    ok
   7.084    0.0ms  21>20     65    00    5    ok
   7.084    0.0ms  21>20     65    00    5    ok
   7.135   50.5ms  21>20     65    00    5    ok
   7.135  101.5ms  21>20     64    00    7    ok
   7.135  101.5ms  20>21     64    00    6    ok
   7.187   52.2ms  21>20     65    00    5    ok
   7.187    0.0ms  21>20     65    00    5    ok
   7.187    0.0ms  21>20     65    00    5    ok
   7.237   50.5ms  21>20     65    00    5    ok
   7.238  102.7ms  21>20     64    00    7    ok
   7.238  102.7ms  20>21     64    00    6    ok
   7.238    0.0ms  21>20     65    00    5    ok
   7.291   53.1ms  21>20     65    00    5    ok
   7.291    0.0ms  21>20     65    00    5    ok
   7.342   51.3ms  21>20     65    00    5    ok
   7.342  104.5ms  21>20     64    00    7    ok
   7.342  104.5ms  20>21     64    00    6    ok
   7.342    0.0ms  21>20     65    00    5    ok
   7.396   53.6ms  21>20     65    00    5    ok
   7.396    0.0ms  21>20     65    00    5    ok
   7.396    0.0ms  21>20     65    00    5    ok
   7.448  106.3ms  21>20     64    00    7    ok
   7.448  106.3ms  20>21     64    00    6    ok
   7.448   52.7ms  21>20     65    00    5    ok
   7.499   50.7ms  21>20     65    00    5    ok
   7.499    0.0ms  21>20     65    00    5    ok
   7.499    0.0ms  21>20     65    00    5    ok
   7.550  101.8ms  21>20     64    00    7    ok
   7.550  101.8ms  20>21     64    00    6    ok
   7.550   51.0ms  21>20     65    00    5    ok
   7.601   51.2ms  21>20     65    00    5    ok
   7.601    0.0ms  21>20     65    00    5    ok
   7.601    0.0ms  21>20     65    00    5    ok
   7.654  104.0ms  21>20     64    00    7    ok
   7.654  104.1ms  20>21     64    00    6    ok
   7.654   52.8ms  21>20     65    00    5    ok
   7.705   50.9ms  21>20     65    00    5    ok
   7.705    0.1ms  21>20     65    00    5    ok
   7.705    0.0ms  21>20     65    00    5    ok
   7.756  101.5ms  21>20     64    00    7    ok
   7.756  101.5ms  20>21     64    00    6    ok
   7.756   50.6ms  21>20     65    00    5    ok
   7.808   52.5ms  21>20     65    00    5    ok
   7.808    0.0ms  21>20     65    00    5    ok
   7.808    0.0ms  21>20     65    00    5    ok
   7.859  103.2ms  21>20     64    00    7    ok
   7.859  103.2ms  20>21     64    00    6    ok
   7.859   50.6ms  21>20     65    00    5    ok
   7.859    0.0ms  21>20     65    00    5    ok
   7.912   53.2ms  21>20     65    00    5    ok
   7.912    0.0ms  21>20     65    00    5    ok
   7.963  103.7ms  21>20     64    00    7    ok
   7.963  103.7ms  20>21     64    00    6    ok
   7.963   50.5ms  21>20     65    00    5    ok
   7.963    0.0ms  21>20     65    00    5    ok
   8.013   50.8ms  21>20     65    00    5    ok
   8.013    0.0ms  21>20     65    00    5    ok
   8.064  101.6ms  21>20     64    00    7    ok
   8.064  101.6ms  20>21     64    00    6    ok
   8.064   50.8ms  21>20     65    00    5    ok
   8.064    0.0ms  21>20     65    00    5    ok
   8.117   52.5ms  21>20     65    00    5    ok
   8.117    0.0ms  21>20     65    00    5    ok
   8.117   52.6ms  21>20     64    00    7    ok
   8.168  103.9ms  20>21     64    00    6    ok
   8.168   51.4ms  21>20     65    00    5    ok
   8.168    0.0ms  21>20     65    00    5    ok
   8.219   50.4ms  21>20     65    00    5    ok
   8.219    0.1ms  21>20     65    00    5    ok
   8.219  101.9ms  21>20     64    00    7    ok
   8.272  103.4ms  20>21     64    00    6    ok
   8.272   52.9ms  21>20     65    00    5    ok
   8.272    0.0ms  21>20     65    00    5    ok
   8.322   50.1ms  21>20     65    00    5    ok
   8.322    0.0ms  21>20     65    00    5    ok
   8.322  103.0ms  21>20     64    00    7    ok
   8.375  103.4ms  20>21     64    00    6    ok
   8.375   53.3ms  21>20     65    00    5    ok
   8.375    0.0ms  21>20     65    00    5    ok
   8.426   50.8ms  21>20     65    00    5    ok
   8.426    0.0ms  21>20     65    00    5    ok
   8.426  104.0ms  21>20     64    00    7    ok
   8.426   50.8ms  20>21     64    00    6    ok
   8.477   51.3ms  21>20     65    00    5    ok
   8.477    0.0ms  21>20     65    00    5    ok
   8.477    0.0ms  21>20     65    00    5    ok
   8.527   50.2ms  21>20     65    00    5    ok
   8.527  101.6ms  21>20     64    00    7    ok
   8.527  101.6ms  20>21     64    00    6    ok
   8.577   50.1ms  21>20     65    00    5    ok
   8.577    0.0ms  21>20     65    00    5    ok
   8.577    0.0ms  21>20     65    00    5    ok
   8.630   52.6ms  21>20     65    00    5    ok
   8.630  103.0ms  21>20     64    00    7    ok
   8.681  153.9ms  20>21     64    00    6    ok
   8.681   51.2ms  21>20     65    00    5    ok
   8.681    0.0ms  21>20     65    00    5    ok
   8.681    0.0ms  21>20     65    00    5    ok
   8.731   50.2ms  21>20     65    00    5    ok
   8.732  101.2ms  21>20     64    00    7    ok
   8.732   50.3ms  20>21     64    00    6    ok
   8.783   51.2ms  21>20     65    00    5    ok
   8.783    0.0ms  21>20     65    00    5    ok
   8.783    0.0ms  21>20     65    00    5    ok
   8.835   52.2ms  21>20     65    00    5    ok
   8.835  103.5ms  21>20     64    00    7    ok
   8.835  103.5ms  20>21     64    00    6    ok
   8.885   50.5ms  21>20     65    00    5    ok
   8.886    0.1ms  21>20     65    00    5    ok
   8.886    0.0ms  21>20     65    00    5    ok
   8.938   52.2ms  21>20     65    00    5    ok
   8.938  102.8ms  21>20     64    00    7    ok
   8.938  102.8ms  20>21     64    00    6    ok
   8.938    0.1ms  21>20     65    00    5    ok
   8.988   50.5ms  21>20     65    00    5    ok
   8.988    0.0ms  21>20     65    00    5    ok
   9.039   50.3ms  21>20     65    00    5    ok
   9.039  101.0ms  21>20     64    00    7    ok
   9.039  101.0ms  20>21     64    00    6    ok
   9.039    0.1ms  21>20     65    00    5    ok
   9.091   52.2ms  21>20     65    00    5    ok
   9.091    0.1ms  21>20     65    00    5    ok
   9.142   50.6ms  21>20     65    00    5    ok
   9.142  102.9ms  21>20     64    00    7    ok
   9.142  102.9ms  20>21     64    00    6    ok
   9.142    0.1ms  21>20     65    00    5    ok
   9.195   53.6ms  21>20     65    00    5    ok
   9.195    0.1ms  21>20     65    00    5    ok
   9.245   50.2ms  21>20     65    00    5    ok
   9.245  103.8ms  21>20     64    00    7    ok
   9.245  103.8ms  20>21     64    00    6    ok
   9.245    0.1ms  21>20     65    00    5    ok
   9.297   51.8ms  21>20     65    00    5    ok
   9.297    0.0ms  21>20     65    00    5    ok
   9.347   50.2ms  21>20     65    00    5    ok
   9.348  102.1ms  21>20     64    00    7    ok
   9.348  102.1ms  20>21     64    00    6    ok
   9.348    0.1ms  21>20     65    00    5    ok
   9.398   50.8ms  21>20     65    00    5    ok
   9.398    0.1ms  21>20     65    00    5    ok
   9.398    0.0ms  21>20     65    00    5    ok
   9.450  102.9ms  21>20     64    00    7    ok
   9.450  103.0ms  20>21     64    00    6    ok
   9.451   52.1ms  21>20     65    00    5    ok
   9.501   50.6ms  21>20     65    00    5    ok
   9.501    0.0ms  21>20     65    00    5    ok
   9.501    0.0ms  21>20     65    00    5    ok
   9.553  102.4ms  21>20     64    00    7    ok
   9.553  102.4ms  20>21     64    00    6    ok
   9.553   51.7ms  21>20     65    00    5    ok
   9.604   51.0ms  21>20     65    00    5    ok
   9.604    0.0ms  21>20     65    00    5    ok
   9.604    0.0ms  21>20     65    00    5    ok
   9.654  101.2ms  21>20     64    00    7    ok
   9.654  101.2ms  20>21     64    00    6    ok
   9.654   50.2ms  21>20     65    00    5    ok
   9.704   50.3ms  21>20     65    00    5    ok
   9.704    0.0ms  21>20     65    00    5    ok
   9.704    0.0ms  21>20     65    00    5    ok
   9.758  104.2ms  21>20     64    00    7    ok
   9.758  104.2ms  20>21     64    00    6    ok
   9.758   53.9ms  21>20     65    00    5    ok
   9.809   50.7ms  21>20     65    00    5    ok
