    time     gap  src>dst   cmd   reg   len  ok
   5.000    0.0ms  21>20     65    00    5    ok
   5.000    0.0ms  21>20     65    00    5    ok
   5.051   50.4ms  21>20     65    00    5    ok
   5.051  101.8ms  21>20     64    00    7    ok
   5.051  101.8ms  20>21     64    00    6    ok
   5.101   50.2ms  21>20     65    00    5    ok
   5.101    0.0ms  21>20     65    00    5    ok
   5.101    0.0ms  21>20     65    00    5    ok
   5.151   50.2ms  21>20     65    00    5    ok
   5.151  100.5ms  21>20     64    00    7    ok
   5.151  100.5ms  20>21     64    00    6    ok
   5.201   50.3ms  21>20     65    00    5    ok
   5.202    0.0ms  21>20     65    00    5    ok
   5.202    0.0ms  21>20     65    00    5    ok
   5.253   51.3ms  21>20     65    00    5    ok
   5.253  101.6ms  21>20     64    00    7    ok
   5.253  101.6ms  20>21     64    00    6    ok
   5.304   50.7ms  21>20     65    00    5    ok
   5.304    0.0ms  21>20     65    00    5    ok
   5.304    0.0ms  21>20     65    00    5    ok
   5.354   50.4ms  21>20     65    00    5    ok
   5.354  101.2ms  21>20     64    00    7    ok
   5.354  101.2ms  20>21     64    00    6    ok
   5.405   51.0ms  21>20     65    00    5    ok
   5.405    0.0ms  21>20     65    00    5    ok
   5.405    0.0ms  21>20     65    00    5    ok
   5.458   52.7ms  21>20     65    00    5    ok
   5.458  103.8ms  21>20     64    00    7    ok
   5.458  103.8ms  20>21     64    00    6    ok
   5.509   51.4ms  21>20     65    00    5    ok
   5.509    0.0ms  21>20     65    00    5    ok
   5.509    0.0ms  21>20     65    00    5    ok
   5.561   51.6ms  21>20     65    00    5    ok
   5.561  103.1ms  21>20     64    00    7    ok
   5.561  103.1ms  20>21     64    00    6    ok
   5.561    0.1ms  21>20     65    00    5    ok
   5.613   52.5ms  21>20     65    00    5    ok
   5.614    0.1ms  21>20     65    00    5    ok
   5.664   50.8ms  21>20     65    00    5    ok
   5.664  103.4ms  21>20     64    00    7    ok
   5.664  103.4ms  20>21     64    00    6    ok
   5.664    0.1ms  21>20     65    00    5    ok
   5.716   52.0ms  21>20     65    00    5    ok
   5.716    0.0ms  21>20     65    00    5    ok
   5.768   51.4ms  21>20     65    00    5    ok
   5.768  103.5ms  21>20     64    00    7    ok
   5.768  103.5ms  20>21     64    00    6    ok
   5.768    0.1ms  21>20     65    00    5    ok
   5.821   53.3ms  21>20     65    00    5    ok
   5.821    0.0ms  21>20     65    00    5    ok
   5.873   51.8ms  21>20     65    00    5    ok
   5.873  105.2ms  21>20     64    00    7    ok
   5.873  105.2ms  20>21     64    00    6    ok
   5.873    0.1ms  21>20     65    00    5    ok
   5.923   50.3ms  21>20     65    00    5    ok
   5.923    0.0ms  21>20     65    00    5    ok
   5.923    0.0ms  21>20     65    00    5    ok
   5.974  101.2ms  20>21     64    00    6    BAD
   6.075    0.0ms  20>00     04    28    5    BAD
   6.126  202.6ms  21>20     65    28    5    BAD
   6.178    0.0ms  65>04     28    64    5    BAD
   6.230  103.9ms  21>20     65    00    5    ok
   6.230    0.0ms  20>65     00    04    5    BAD
   6.282    0.0ms  21>20     00    06    7    BAD
   6.333  103.2ms  20>65     00    04    33   BAD
   6.384  510.5ms  21>20     64    00    7    ok
   6.384  409.3ms  20>21     64    01    6    BAD
   6.384  153.7ms  21>20     65    00    5    ok
   6.487  153.5ms  20>65     00    04    33   BAD
   6.487  103.1ms  20>21     64    00    6    ok
   6.487  103.1ms  21>20     65    00    5    ok
   6.487    0.0ms  21>20     65    00    5    ok
   6.540   52.9ms  21>20     65    00    5    ok
   6.540    0.0ms  21>20     65    00    5    ok
   6.592  208.1ms  21>20     64    00    7    ok
   6.592  105.0ms  20>21     64    00    6    ok
   6.592   52.0ms  21>20     65    00    5    ok
   6.592    0.0ms  21>20     65    00    5    ok
   6.642   50.7ms  21>20     65    00    5    ok
   6.643    0.0ms  21>20     65    00    5    ok
   6.643   50.9ms  21>20     64    00    7    ok
   6.695  103.3ms  20>21     64    00    6    ok
